PostOffice,Postcode,State
Butterworth,13000,Pulau Pinang
Butterworth,13009,Pulau Pinang
Butterworth,13020,Pulau Pinang
Butterworth,13050,Pulau Pinang
Penaga,13100,Pulau Pinang
Penaga,13110,Pulau Pinang
Kepala Batas,13200,Pulau Pinang
Kepala Batas,13210,Pulau Pinang
Kepala Batas,13220,Pulau Pinang
Tasek Gelugur,13300,Pulau Pinang
Tasek Gelugor,13300,Pulau Pinang
Tasek Gelugor,13310,Pulau Pinang
Butterworth,13400,Pulau Pinang
Butterworth,13409,Pulau Pinang
Permatang Pauh,13500,Pulau Pinang
Perai,13600,Pulau Pinang
Perai,13700,Pulau Pinang
Butterworth,13800,Pulau Pinang
Bukit Mertajam,14009,Pulau Pinang
Bukit Mertajam,14007,Pulau Pinang
Bukit Mertajam,14000,Pulau Pinang
Bukit Mertajam,14020,Pulau Pinang
Simpang Ampat,14110,Pulau Pinang
Simpang Ampat,14101,Pulau Pinang
Simpang Ampat,14100,Pulau Pinang
Simpang Ampat,14120,Pulau Pinang
Sungai Jawi,14200,Pulau Pinang
Bandar Baharu,14290,Kedah
Nibong Tebal,14300,Pulau Pinang
Nibong Tebal,14310,Pulau Pinang
Nibong Tebal,14320,Pulau Pinang
Kubang Semang,14400,Pulau Pinang
Bandar Baharu,14390,Kedah
Kota Bharu,15000,Kelantan
Kota Bharu,15050,Kelantan
Kota Bharu,15100,Kelantan
Kota Bharu,15150,Kelantan
Kota Bharu,15159,Kelantan
Kota Bharu,15200,Kelantan
Kota Bharu,15300,Kelantan
Kota Bharu,15350,Kelantan
Kota Bharu,15400,Kelantan
Kota Bharu,15500,Kelantan
Kota Bharu,15503,Kelantan
Kota Bharu,15502,Kelantan
Kota Bharu,15504,Kelantan
Kota Bharu,15506,Kelantan
Kota Bharu,15508,Kelantan
Kota Bharu,15505,Kelantan
Kota Bharu,15516,Kelantan
Kota Bharu,15517,Kelantan
Kota Bharu,15519,Kelantan
Kota Bharu,15524,Kelantan
Kota Bharu,15520,Kelantan
Kota Bharu,15529,Kelantan
Kota Bharu,15518,Kelantan
Kota Bharu,15512,Kelantan
Kota Bharu,15514,Kelantan
Kota Bharu,15532,Kelantan
Kota Bharu,15534,Kelantan
Kota Bharu,15536,Kelantan
Kota Bharu,15538,Kelantan
Kota Bharu,15540,Kelantan
Kota Bharu,15546,Kelantan
Kota Bharu,15548,Kelantan
Kota Bharu,15551,Kelantan
Kota Bharu,15550,Kelantan
Kota Bharu,15558,Kelantan
Kota Bharu,15556,Kelantan
Kota Bharu,15560,Kelantan
Kota Bharu,15570,Kelantan
Kota Bharu,15572,Kelantan
Kota Bharu,15564,Kelantan
Kota Bharu,15576,Kelantan
Kota Bharu,15578,Kelantan
Kota Bharu,15582,Kelantan
Kota Bharu,15586,Kelantan
Kota Bharu,15596,Kelantan
Kota Bharu,15594,Kelantan
Kota Bharu,15600,Kelantan
Kota Bharu,15590,Kelantan
Kota Bharu,15592,Kelantan
Kota Bharu,15608,Kelantan
Kota Bharu,15604,Kelantan
Kota Bharu,15609,Kelantan
Kota Bharu,15614,Kelantan
Kota Bharu,15612,Kelantan
Kota Bharu,15616,Kelantan
Kota Bharu,15622,Kelantan
Kota Bharu,15623,Kelantan
Kota Bharu,15628,Kelantan
Kota Bharu,15626,Kelantan
Kota Bharu,15632,Kelantan
Kota Bharu,15634,Kelantan
Kota Bharu,15630,Kelantan
Kota Bharu,15644,Kelantan
Kota Bharu,15648,Kelantan
Kota Bharu,15646,Kelantan
Kota Bharu,15658,Kelantan
Kota Bharu,15664,Kelantan
Kota Bharu,15661,Kelantan
Kota Bharu,15660,Kelantan
Kota Bharu,15672,Kelantan
Kota Bharu,15670,Kelantan
Kota Bharu,15673,Kelantan
Kota Bharu,15674,Kelantan
Kota Bharu,15676,Kelantan
Kota Bharu,15680,Kelantan
Kota Bharu,15690,Kelantan
Kota Bharu,15710,Kelantan
Kota Bharu,15720,Kelantan
Kota Bharu,15730,Kelantan
Kota Bharu,15740,Kelantan
Kota Bharu,15988,Kelantan
Kota Bharu,15990,Kelantan
Kota Bharu,16010,Kelantan
Bachok,16020,Kelantan
Bachok,16030,Kelantan
Wakaf Bharu,16040,Kelantan
Bachok,16050,Kelantan
Bachok,16060,Kelantan
Bachok,16070,Kelantan
Tumpat,16080,Kelantan
Bachok,16090,Kelantan
Kota Bharu,16100,Kelantan
Kota Bharu,16109,Kelantan
Kota Bharu,16150,Kelantan
Tumpat,16200,Kelantan
Tumpat,16210,Kelantan
Wakaf Bharu,16250,Kelantan
Bachok,16300,Kelantan
Bachok,16310,Kelantan
Bachok,16320,Kelantan
Melor,16400,Kelantan
Ketereh,16450,Kelantan
Kem Desa Pahlawan,16500,Kelantan
Pulai Chondong,16600,Kelantan
Cherang Ruku,16700,Kelantan
Selising,16810,Kelantan
Pasir Puteh,16800,Kelantan
Pasir Mas,17000,Kelantan
Pasir Mas,17007,Kelantan
Pasir Mas,17009,Kelantan
Pasir Mas,17010,Kelantan
Pasir Mas,17030,Kelantan
Pasir Mas,17020,Kelantan
Pasir Mas,17040,Kelantan
Pasir Mas,17060,Kelantan
Pasir Mas,17050,Kelantan
Pasir Mas,17070,Kelantan
Rantau Panjang,17200,Kelantan
Tanah Merah,17507,Kelantan
Tanah Merah,17500,Kelantan
Tanah Merah,17509,Kelantan
Tanah Merah,17510,Kelantan
Jeli,17600,Kelantan
Kuala Balah,17610,Kelantan
Ayer Lanas,17700,Kelantan
Kuala Krai,18000,Kelantan
Kuala Krai,18050,Kelantan
Dabong,18200,Kelantan
Gua Musang,18300,Kelantan
Temangan,18400,Kelantan
Machang,18500,Kelantan
Kuala Terengganu,20000,Terengganu
Kuala Terengganu,20050,Terengganu
Kuala Terengganu,20100,Terengganu
Kuala Terengganu,20200,Terengganu
Kuala Terengganu,20300,Terengganu
Kuala Terengganu,20400,Terengganu
Kuala Terengganu,20500,Terengganu
Kuala Terengganu,20502,Terengganu
Kuala Terengganu,20503,Terengganu
Kuala Terengganu,20505,Terengganu
Kuala Terengganu,20506,Terengganu
Kuala Terengganu,20508,Terengganu
Kuala Terengganu,20504,Terengganu
Kuala Terengganu,20514,Terengganu
Kuala Terengganu,20512,Terengganu
Kuala Terengganu,20517,Terengganu
Kuala Terengganu,20516,Terengganu
Kuala Terengganu,20518,Terengganu
Kuala Terengganu,20519,Terengganu
Kuala Terengganu,20520,Terengganu
Kuala Terengganu,20532,Terengganu
Kuala Terengganu,20536,Terengganu
Kuala Terengganu,20534,Terengganu
Kuala Terengganu,20540,Terengganu
Kuala Terengganu,20546,Terengganu
Kuala Terengganu,20538,Terengganu
Kuala Terengganu,20542,Terengganu
Kuala Terengganu,20548,Terengganu
Kuala Terengganu,20551,Terengganu
Kuala Terengganu,20550,Terengganu
Kuala Terengganu,20552,Terengganu
Kuala Terengganu,20556,Terengganu
Kuala Terengganu,20554,Terengganu
Kuala Terengganu,20560,Terengganu
Kuala Terengganu,20572,Terengganu
Kuala Terengganu,20570,Terengganu
Kuala Terengganu,20564,Terengganu
Kuala Terengganu,20568,Terengganu
Kuala Terengganu,20576,Terengganu
Kuala Terengganu,20566,Terengganu
Kuala Terengganu,20578,Terengganu
Kuala Terengganu,20582,Terengganu
Kuala Terengganu,20586,Terengganu
Kuala Terengganu,20590,Terengganu
Kuala Terengganu,20592,Terengganu
Kuala Terengganu,20596,Terengganu
Kuala Terengganu,20606,Terengganu
Kuala Terengganu,20614,Terengganu
Kuala Terengganu,20612,Terengganu
Kuala Terengganu,20620,Terengganu
Kuala Terengganu,20622,Terengganu
Kuala Terengganu,20610,Terengganu
Kuala Terengganu,20600,Terengganu
Kuala Terengganu,20604,Terengganu
Kuala Terengganu,20609,Terengganu
Kuala Terengganu,20608,Terengganu
Kuala Terengganu,20618,Terengganu
Kuala Terengganu,20628,Terengganu
Kuala Terengganu,20626,Terengganu
Kuala Terengganu,20632,Terengganu
Kuala Terengganu,20630,Terengganu
Kuala Terengganu,20646,Terengganu
Kuala Terengganu,20648,Terengganu
Kuala Terengganu,20658,Terengganu
Kuala Terengganu,20662,Terengganu
Kuala Terengganu,20661,Terengganu
Kuala Terengganu,20656,Terengganu
Kuala Terengganu,20664,Terengganu
Kuala Terengganu,20660,Terengganu
Kuala Terengganu,20668,Terengganu
Kuala Terengganu,20670,Terengganu
Kuala Terengganu,20672,Terengganu
Kuala Terengganu,20676,Terengganu
Kuala Terengganu,20674,Terengganu
Kuala Terengganu,20673,Terengganu
Kuala Terengganu,20680,Terengganu
Kuala Terengganu,20690,Terengganu
Kuala Terengganu,20698,Terengganu
Kuala Terengganu,20700,Terengganu
Kuala Terengganu,20710,Terengganu
Kuala Terengganu,20720,Terengganu
Kuala Terengganu,20904,Terengganu
Kuala Terengganu,20900,Terengganu
Kuala Terengganu,20902,Terengganu
Kuala Terengganu,20906,Terengganu
Kuala Terengganu,20908,Terengganu
Kuala Terengganu,20910,Terengganu
Kuala Terengganu,20914,Terengganu
Kuala Terengganu,20912,Terengganu
Kuala Terengganu,20920,Terengganu
Kuala Terengganu,20916,Terengganu
Kuala Terengganu,20918,Terengganu
Kuala Terengganu,20922,Terengganu
Kuala Terengganu,20924,Terengganu
Kuala Terengganu,20926,Terengganu
Kuala Terengganu,20930,Terengganu
Kuala Terengganu,20928,Terengganu
Kuala Terengganu,20990,Terengganu
Kuala Terengganu,21000,Terengganu
Kuala Terengganu,21009,Terengganu
Kuala Terengganu,21010,Terengganu
Kuala Terengganu,21020,Terengganu
Kuala Terengganu,21030,Terengganu
Kuala Terengganu,21040,Terengganu
Kuala Terengganu,21060,Terengganu
Kuala Terengganu,21070,Terengganu
Kuala Terengganu,21080,Terengganu
Kuala Terengganu,21090,Terengganu
Kuala Terengganu,21100,Terengganu
Kuala Terengganu,21109,Terengganu
Kuala Terengganu,21200,Terengganu
Kuala Terengganu,21210,Terengganu
Kuala Terengganu,21209,Terengganu
Kuala Terengganu,21220,Terengganu
Kuala Terengganu,21300,Terengganu
Kuala Terengganu,21309,Terengganu
Bukit Payong,21400,Terengganu
Chalok,21450,Terengganu
Sungai Tong,21500,Terengganu
Marang,21600,Terengganu
Marang,21610,Terengganu
Kuala Berang,21700,Terengganu
Ajil,21800,Terengganu
Ajil,21810,Terengganu
Ajil,21820,Terengganu
Jerteh,22000,Terengganu
Jerteh,22010,Terengganu
Jerteh,22020,Terengganu
Permaisuri,22100,Terengganu
Permaisuri,22107,Terengganu
Permaisuri,22109,Terengganu
Permaisuri,22110,Terengganu
Permaisuri,22120,Terengganu
Kampung Raja,22200,Terengganu
Kuala Besut,22300,Terengganu
Kuala Besut,22307,Terengganu
Kuala Besut,22309,Terengganu
Dungun,23000,Terengganu
Dungun,23009,Terengganu
Dungun,23007,Terengganu
Dungun,23050,Terengganu
Paka,23100,Terengganu
Bukit Besi,23200,Terengganu
Ketengah Jaya,23300,Terengganu
Al Muktatfi Billah Shah,23400,Terengganu
Cukai,24007,Terengganu
Cukai,24009,Terengganu
Ayer Puteh,24050,Terengganu
Cukai,24000,Terengganu
Ceneh,24060,Terengganu
Kijal,24107,Terengganu
Kijal,24109,Terengganu
Kijal,24100,Terengganu
Kemasek,24200,Terengganu
Kemasek,24207,Terengganu
Kemasek,24209,Terengganu
Kerteh,24300,Terengganu
Kuantan,25000,Pahang
Kuantan,25050,Pahang
Kuantan,25100,Pahang
Kuantan,25150,Pahang
Kuantan ,25150,Pahang
Kuantan,25200,Pahang
Kuantan ,25200,Pahang
Kuantan,25250,Pahang
Kuantan,25300,Pahang
Kuantan,25350,Pahang
Kuantan,25502,Pahang
Kuantan,25505,Pahang
Kuantan,25503,Pahang
Kuantan,25500,Pahang
Kuantan,25504,Pahang
Kuantan,25506,Pahang
Kuantan,25512,Pahang
Kuantan,25509,Pahang
Kuantan,25508,Pahang
Kuantan,25514,Pahang
Kuantan,25518,Pahang
Kuantan,25517,Pahang
Kuantan,25516,Pahang
Kuantan,25520,Pahang
Kuantan,25524,Pahang
Kuantan,25534,Pahang
Kuantan,25529,Pahang
Kuantan,25532,Pahang
Kuantan,25538,Pahang
Kuantan,25536,Pahang
Kuantan,25540,Pahang
Kuantan,25546,Pahang
Kuantan,25550,Pahang
Kuantan,25548,Pahang
Kuantan,25551,Pahang
Kuantan,25556,Pahang
Kuantan,25558,Pahang
Kuantan,25564,Pahang
Kuantan,25560,Pahang
Kuantan,25552,Pahang
Kuantan,25570,Pahang
Kuantan,25582,Pahang
Kuantan,25578,Pahang
Kuantan,25586,Pahang
Kuantan,25576,Pahang
Kuantan,25584,Pahang
Kuantan,25590,Pahang
Kuantan,25592,Pahang
Kuantan,25594,Pahang
Kuantan,25598,Pahang
Kuantan,25596,Pahang
Kuantan,25600,Pahang
Kuantan,25604,Pahang
Kuantan,25610,Pahang
Kuantan,25609,Pahang
Kuantan,25606,Pahang
Kuantan,25612,Pahang
Kuantan,25614,Pahang
Kuantan,25608,Pahang
Kuantan,25626,Pahang
Kuantan,25628,Pahang
Kuantan,25630,Pahang
Kuantan,25620,Pahang
Kuantan,25632,Pahang
Kuantan,25622,Pahang
Kuantan,25644,Pahang
Kuantan,25646,Pahang
Kuantan,25648,Pahang
Kuantan,25661,Pahang
Kuantan,25662,Pahang
Kuantan,25660,Pahang
Kuantan,25656,Pahang
Kuantan,25670,Pahang
Kuantan,25676,Pahang
Kuantan,25672,Pahang
Kuantan,25673,Pahang
Kuantan,25674,Pahang
Kuantan,25690,Pahang
Kuantan,25700,Pahang
Kuantan,25710,Pahang
Kuantan,25720,Pahang
Kuantan,25730,Pahang
Kuantan,25740,Pahang
Kuantan,25750,Pahang
Kuantan,25990,Pahang
Kuantan,26010,Pahang
Kuantan,26040,Pahang
Bukit Goh,26050,Pahang
Kuantan,26060,Pahang
Kuantan,26070,Pahang
Kuantan ,26070,Pahang
Bukit Goh,26090,Pahang
Kuantan,26100,Pahang
Kuantan,26080,Pahang
Kuantan,26140,Pahang
Balok,26150,Pahang
Bukit Kuin,26180,Pahang
Balok,26190,Pahang
Sungai Lembing,26200,Pahang
Kuantan,26250,Pahang
Gambang,26300,Pahang
Gambang,26310,Pahang
Gambang,26320,Pahang
Gambang,26330,Pahang
Gambang,26340,Pahang
Gambang,26350,Pahang
Gambang,26360,Pahang
Gambang,26370,Pahang
Bandar Pusat  Jengka,26400,Pahang
Bandar Pusat Jengka,26400,Pahang
Bandar Pusat  Jengka,26410,Pahang
Bandar Pusat  Jengka,26420,Pahang
Bandar Pusat  Jengka,26430,Pahang
Bandar Pusat Jengka,26430,Pahang
Bandar Pusat  Jengka,26440,Pahang
Bandar Pusat  Jengka,26450,Pahang
Bandar Pusat  Jengka,26460,Pahang
Bandar Pusat  Jengka,26485,Pahang
Bandar Pusat  Jengka,26490,Pahang
Maran,26500,Pahang
Pekan,26600,Pahang
Pekan,26607,Pahang
Pekan,26609,Pahang
Pekan,26620,Pahang
Pekan,26610,Pahang
Pekan,26630,Pahang
Pekan,26640,Pahang
Pekan,26650,Pahang
Pekan,26660,Pahang
Pekan,26680,Pahang
Chini,26690,Pahang
Muadzam Shah,26700,Pahang
Kuala Rompin,26800,Pahang
Kuala Rompin,26810,Pahang
Kuala Rompin,26820,Pahang
Bandar Tun Abdul Razak,26900,Pahang
Jerantut,27010,Pahang
Jerantut,27000,Pahang
Jerantut,27020,Pahang
Jerantut,27040,Pahang
Jerantut,27050,Pahang
Jerantut,27060,Pahang
Damak,27030,Pahang
Jerantut,27070,Pahang
Jerantut,27090,Pahang
Padang Tengku,27100,Pahang
Jerantut,27150,Pahang
Kuala Lipis,27200,Pahang
Kuala Lipis,27207,Pahang
Kuala Lipis,27209,Pahang
Kuala Lipis,27210,Pahang
Benta,27300,Pahang
Benta,27310,Pahang
Dong,27400,Pahang
Raub,27607,Pahang
Raub,27609,Pahang
Raub,27610,Pahang
Raub,27620,Pahang
Raub,27630,Pahang
Raub,27600,Pahang
Sega,27660,Pahang
Raub,27670,Pahang
Sungai Koyan,27650,Pahang
Temerloh,28007,Pahang
Temerloh,28000,Pahang
Temerloh ,28000,Pahang
Temerloh,28009,Pahang
Temerloh,28010,Pahang
Temerloh,28020,Pahang
Temerloh,28030,Pahang
Temerloh,28040,Pahang
Kuala Krau,28050,Pahang
Chenor,28100,Pahang
Bandar Bera,28200,Pahang
Triang,28300,Pahang
Triang,28310,Pahang
Triang,28320,Pahang
Triang,28330,Pahang
Kemayan,28340,Pahang
Kemayan,28380,Pahang
Mentakab,28400,Pahang
Mentakab,28407,Pahang
Mentakab,28409,Pahang
Lanchang,28500,Pahang
Karak,28610,Pahang
Karak,28620,Pahang
Karak,28600,Pahang
Bentong,28700,Pahang
Bentong,28707,Pahang
Bentong,28709,Pahang
Bentong,28730,Pahang
Bentong,28740,Pahang
Bentong,28750,Pahang
Lurah Bilut,28800,Pahang
Ipoh,30000,Perak
Ipoh,30010,Perak
Ipoh,30020,Perak
Ipoh,30100,Perak
Ipoh,30200,Perak
Ipoh,30250,Perak
Ipoh,30300,Perak
Ipoh,30350,Perak
Ipoh,30450,Perak
Ipoh,30500,Perak
Ipoh,30502,Perak
Ipoh,30503,Perak
Ipoh,30504,Perak
Ipoh,30506,Perak
Ipoh,30505,Perak
Ipoh,30508,Perak
Ipoh,30510,Perak
Ipoh,30512,Perak
Ipoh,30516,Perak
Ipoh,30517,Perak
Ipoh,30518,Perak
Ipoh,30520,Perak
Ipoh,30519,Perak
Ipoh,30524,Perak
Ipoh,30534,Perak
Ipoh,30536,Perak
Ipoh,30532,Perak
Ipoh,30540,Perak
Ipoh,30542,Perak
Ipoh,30546,Perak
Ipoh,30551,Perak
Ipoh,30552,Perak
Ipoh,30550,Perak
Ipoh,30554,Perak
Ipoh,30564,Perak
Ipoh,30548,Perak
Ipoh,30556,Perak
Ipoh,30570,Perak
Ipoh,30560,Perak
Ipoh,30580,Perak
Ipoh,30576,Perak
Ipoh,30582,Perak
Ipoh,30586,Perak
Ipoh,30590,Perak
Ipoh,30596,Perak
Ipoh,30594,Perak
Ipoh,30592,Perak
Ipoh,30606,Perak
Ipoh,30600,Perak
Ipoh,30609,Perak
Ipoh,30610,Perak
Ipoh,30612,Perak
Ipoh,30614,Perak
Ipoh,30604,Perak
Ipoh,30620,Perak
Ipoh,30628,Perak
Ipoh,30626,Perak
Ipoh,30622,Perak
Ipoh,30630,Perak
Ipoh,30621,Perak
Ipoh,30632,Perak
Ipoh,30634,Perak
Ipoh,30644,Perak
Ipoh,30646,Perak
Ipoh,30660,Perak
Ipoh,30658,Perak
Ipoh,30648,Perak
Ipoh,30662,Perak
Ipoh,30673,Perak
Ipoh,30664,Perak
Ipoh,30676,Perak
Ipoh,30661,Perak
Ipoh,30674,Perak
Ipoh,30670,Perak
Ipoh,30668,Perak
Ipoh,30656,Perak
Ipoh,30682,Perak
Ipoh,30700,Perak
Ipoh,30690,Perak
Ipoh,30710,Perak
Ipoh,30720,Perak
Ipoh,30730,Perak
Ipoh,30750,Perak
Ipoh,30740,Perak
Ipoh,30760,Perak
Ipoh,30770,Perak
Ipoh,30780,Perak
Ipoh,30800,Perak
Ipoh,30790,Perak
Ipoh,30810,Perak
Ipoh,30820,Perak
Ipoh,30830,Perak
Ipoh,30840,Perak
Ipoh,30900,Perak
Ipoh,30902,Perak
Ipoh,30904,Perak
Ipoh,30906,Perak
Ipoh,30910,Perak
Ipoh,30908,Perak
Ipoh,30912,Perak
Ipoh,30988,Perak
Ipoh,30990,Perak
Batu Gajah,31009,Perak
Batu Gajah,31007,Perak
Batu Gajah,31000,Perak
Sungai Siput,31050,Perak
Sungai Siput,31100,Perak
Ulu Kinta,31150,Perak
Chemor,31200,Perak
Tanjong Rambutan,31250,Perak
Kampung Kepayang,31300,Perak
Ipoh,31350,Perak
Ipoh,31409,Perak
Ipoh,31400,Perak
Ipoh,31407,Perak
Ipoh,31450,Perak
Ipoh,31500,Perak
Pusing,31550,Perak
Pusing,31560,Perak
Gopeng,31610,Perak
Gopeng,31600,Perak
Ipoh,31650,Perak
Malim Nawar,31700,Perak
Tronoh,31750,Perak
Tanjong Tualang,31800,Perak
Jeram,31850,Perak
Kampar,31907,Perak
Kampar,31910,Perak
Kampar,31909,Perak
Kampar,31900,Perak
Kampar,31920,Perak
Kampar,31950,Perak
Sitiawan,32000,Perak
Seri Manjong,32040,Perak
Seri Manjung,32040,Perak
TLDM Lumut,32100,Perak
Lumut,32200,Perak
Pangkor,32300,Perak
Ayer Tawar,32400,Perak
Changkat Keruing,32500,Perak
Bota,32600,Perak
Bandar Seri Iskandar,32610,Perak
Bruas,32700,Perak
Parit,32800,Perak
Lambor Kanan,32900,Perak
Kuala Kangsar,33000,Perak
Kuala Kangsar,33009,Perak
Kuala Kangsar,33007,Perak
Kuala Kangsar,33010,Perak
Kuala Kangsar,33020,Perak
Kuala Kangsar,33030,Perak
Kuala Kangsar,33040,Perak
Pengkalan Hulu,33100,Perak
Intan,33200,Perak
Gerik,33300,Perak
Gerik,33310,Perak
Gerik,33320,Perak
Lenggong,33400,Perak
Lenggong,33410,Perak
Lenggong,33420,Perak
Sauk,33500,Perak
Enggor,33600,Perak
Padang Rengas,33700,Perak
Manong,33800,Perak
Taiping,34010,Perak
Taiping,34007,Perak
Taiping,34009,Perak
Taiping,34008,Perak
Taiping,34020,Perak
Taiping,34000,Perak
Taiping,34030,Perak
Selama,34100,Perak
Selama,34120,Perak
Selama,34130,Perak
Rantau Panjang,34140,Perak
Parit Buntar,34200,Perak
Tanjong Piandang,34250,Perak
Bagan Serai,34300,Perak
Bagan Serai,34310,Perak
Kuala Kurau,34350,Perak
Simpang Ampat Semanggol,34400,Perak
Batu Kurau,34500,Perak
Batu Kurau,34510,Perak
Batu Kurau,34520,Perak
Kamunting,34600,Perak
Kuala Sepetang,34650,Perak
Simpang,34700,Perak
Matang,34750,Perak
Trong,34800,Perak
Changkat Jering,34850,Perak
Pantai Remis,34900,Perak
Bandar Baharu,34950,Kedah
Tapah,35000,Perak
Tapah,35007,Perak
Tapah,35009,Perak
Chenderiang,35300,Perak
Temoh,35350,Perak
Tapah Road,35400,Perak
Bidor,35500,Perak
Sungkai,35600,Perak
Trolak,35700,Perak
Slim River,35820,Perak
Slim River,35800,Perak
Tanjong Malim,35900,Perak
Tanjong Malim,35907,Perak
Tanjong Malim,35909,Perak
Tanjong Malim,35910,Perak
Behrang Stesen,35950,Perak
Teluk Intan,36008,Perak
Teluk Intan,36009,Perak
Teluk Intan,36007,Perak
Teluk Intan,36010,Perak
Teluk Intan,36020,Perak
Teluk Intan,36030,Perak
Teluk Intan,36000,Perak
Teluk Intan,36110,Perak
Bagan Datoh,36100,Perak
Selekoh,36200,Perak
Selekoh,36209,Perak
Selekoh,36207,Perak
Sungai Sumun,36309,Perak
Sungai Sumun,36307,Perak
Sungai Sumun,36300,Perak
Hutan Melintang,36400,Perak
Ulu Bernam,36500,Perak
Chenderong Balai,36600,Perak
Langkap,36700,Perak
Chikus,36750,Perak
Kampung Gajah,36800,Perak
Kampung Gajah,36810,Perak
Tanah Rata,39009,Pahang
Tanah Rata,39000,Pahang
Tanah Rata,39010,Pahang
Tanah Rata,39007,Pahang
Brinchang,39100,Pahang
Ringlet,39200,Pahang
Shah Alam,40000,Selangor
Shah Alam,40100,Selangor
Shah Alam,40160,Selangor
Shah Alam,40160,Selangor 
Shah Alam,40150,Selangor
Shah Alam,40170,Selangor
Shah Alam,40200,Selangor
Shah Alam,40300,Selangor
Shah Alam,40400,Selangor
Shah Alam,40460,Selangor
Shah Alam,40450,Selangor
Shah Alam,40500,Selangor
Shah Alam,40502,Selangor
Shah Alam,40503,Selangor
Shah Alam,40512,Selangor
Shah Alam,40505,Selangor
Shah Alam,40470,Selangor
Shah Alam,40517,Selangor
Shah Alam,40520,Selangor
Shah Alam,40529,Selangor
Shah Alam,40548,Selangor
Shah Alam,40542,Selangor
Shah Alam,40550,Selangor
Shah Alam,40551,Selangor
Shah Alam,40560,Selangor
Shah Alam,40564,Selangor
Shah Alam,40570,Selangor
Shah Alam,40572,Selangor
Shah Alam,40576,Selangor
Shah Alam,40578,Selangor
Shah Alam,40582,Selangor
Shah Alam,40590,Selangor
Shah Alam,40592,Selangor
Shah Alam,40596,Selangor
Shah Alam,40594,Selangor
Shah Alam,40598,Selangor
Shah Alam,40604,Selangor
Shah Alam,40608,Selangor
Shah Alam,40610,Selangor
Shah Alam,40607,Selangor
Shah Alam,40620,Selangor
Shah Alam,40612,Selangor
Shah Alam,40622,Selangor
Shah Alam,40632,Selangor
Shah Alam,40626,Selangor
Shah Alam,40646,Selangor
Shah Alam,40648,Selangor
Shah Alam,40670,Selangor
Shah Alam,40672,Selangor
Shah Alam,40676,Selangor
Shah Alam,40674,Selangor
Shah Alam,40673,Selangor
Shah Alam,40664,Selangor
Shah Alam,40660,Selangor
Shah Alam,40675,Selangor
Shah Alam,40680,Selangor
Shah Alam,40690,Selangor
Shah Alam,40700,Selangor
Shah Alam,40706,Selangor
Shah Alam,40704,Selangor
Shah Alam,40702,Selangor
Shah Alam,40708,Selangor
Shah Alam,40712,Selangor
Shah Alam,40716,Selangor
Shah Alam,40710,Selangor
Shah Alam,40714,Selangor
Shah Alam,40718,Selangor
Shah Alam,40720,Selangor
Shah Alam,40724,Selangor
Shah Alam,40722,Selangor
Shah Alam,40728,Selangor
Shah Alam,40726,Selangor
Shah Alam,40730,Selangor
Shah Alam,40732,Selangor
Shah Alam,40800,Selangor
Shah Alam,40802,Selangor
Shah Alam,40804,Selangor
Shah Alam,40808,Selangor
Shah Alam,40810,Selangor
Shah Alam,40806,Selangor
Shah Alam ,40990,Selangor
Klang,41000,Selangor
Klang,41050,Selangor
Klang,41100,Selangor
Klang,41150,Selangor
Klang,41200,Selangor
Klang,41250,Selangor
Klang,41300,Selangor
Klang,41400,Selangor
Klang,41506,Selangor
Klang,41560,Selangor
Klang,41586,Selangor
Klang,41672,Selangor
Klang,41700,Selangor
Klang,41720,Selangor
Klang,41710,Selangor
Klang,41902,Selangor
Klang,41904,Selangor
Klang,41900,Selangor
Klang,41906,Selangor
Klang,41912,Selangor
Klang,41908,Selangor
Klang,41910,Selangor
Klang,41916,Selangor
Klang,41914,Selangor
Klang,41918,Selangor
Klang,41990,Selangor
Pelabuhan Klang,42009,Selangor
Pelabuhan Klang,42000,Selangor
Klang,42100,Selangor
Kapar,42200,Selangor
Bandar Puncak Alam,42300,Selangor
Telok Panglima Garang,42500,Selangor
Telok Panglima Garang,42507,Selangor
Telok Panglima Garang,42509,Selangor
Jenjarom,42600,Selangor
Jenjarom,42610,Selangor
Banting,42700,Selangor
Tanjung Sepat,42800,Selangor
Tanjong Sepat,42800,Selangor
Pulau Indah,42920,Selangor
Pulau Ketam,42940,Selangor
Pulau Carey,42960,Selangor
Kajang,43009,Selangor
Kajang,43007,Selangor
Kajang,43000,Selangor
Kajang,43000,Selangor 
Kajang ,43000,Selangor
Hulu Langat,43100,Selangor
Cheras,43200,Selangor
Cheras,43207,Selangor
Seri Kembangan,43300,Selangor
Serdang,43400,Selangor
Semenyih,43500,Selangor
Kajang,43558,Selangor
Bandar Baru Bangi,43600,Selangor
Bandar Baru Bangi,43650,Selangor
Beranang,43700,Selangor
Dengkil,43807,Selangor
Dengkil,43800,Selangor
Sepang,43900,Selangor
Sungai Pelek,43950,Selangor
Kuala Kubu Baru,44000,Selangor
Kuala Kubu Baru,44010,Selangor
Kuala Kubu Baru,44020,Selangor
Kerling,44100,Selangor
Kuala Kubu Baru,44110,Selangor
Rasa,44200,Selangor
Batang Kali,44300,Selangor
Kuala Selangor,45000,Selangor
Sungai Ayer Tawar,45100,Selangor
Sabak Bernam,45200,Selangor
Sabak Bernam,45209,Selangor
Sabak Bernam,45207,Selangor
Sungai Besar,45300,Selangor
